"tarih","id","score","tahmin_var","olay_varmi","match","toplam_olay_sayisi","tahmin_dogru_number","tahmin_yanlis_number"
"4/8/2017","2149","0.0177118","0","0",,"10",,
"4/8/2017","2150","0.00997233","0","0",,"10",,
"4/8/2017","2151","0.00774665","0","0",,"10",,
"4/8/2017","2152","0.013839","0","0",,"10",,
"4/8/2017","2153","0.00742091","0","0",,"10",,
"4/8/2017","2154","0.00495281","0","0",,"10",,
"4/8/2017","2155","0.0109758","0","0",,"10",,
"4/8/2017","2156","0.00559766","0","0",,"10",,
"4/8/2017","2157","0.00739819","0","0",,"10",,
"4/8/2017","2158","0.00084753","0","0",,"10",,
"4/8/2017","2159","0.0045705","0","0",,"10",,
"4/8/2017","2160","0.0124478","0","0",,"10",,
"4/8/2017","2162","0.00845755","0","0",,"10",,
"4/8/2017","2163","0.00409798","0","0",,"10",,
"4/8/2017","2164","0.00661359","0","0",,"10",,
"4/8/2017","2165","0.0151961","0","0",,"10",,
"4/8/2017","2166","0.0183619","0","0",,"10",,
"4/8/2017","2167","0.0150979","0","0",,"10",,
"4/8/2017","2168","0.00797896","0","0",,"10",,
"4/8/2017","2169","0.0177385","0","0",,"10",,
"4/8/2017","2170","0.00908409","0","0",,"10",,
"4/8/2017","2171","0.000300249","0","0",,"10",,
"4/8/2017","2172","0.00677559","0","0",,"10",,
"4/8/2017","2173","0.0180489","0","0",,"10",,
"4/8/2017","2174","0.0206397","0","0",,"10",,
"4/8/2017","2175","0.0115298","0","0",,"10",,
"4/8/2017","2176","0.00491904","0","0",,"10",,
"4/8/2017","2177","0.0176475","0","0",,"10",,
"4/8/2017","2178","0.0147172","0","0",,"10",,
"4/8/2017","2179","0.0179926","0","0",,"10",,
"4/8/2017","2180","0.00600423","0","0",,"10",,
"4/8/2017","2181","0.002017","0","0",,"10",,
"4/8/2017","2182","0.00149388","0","0",,"10",,
"4/8/2017","2183","0.0178684","0","0",,"10",,
"4/8/2017","2184","0.0083925","0","0",,"10",,
"4/8/2017","2185","0.0145514","0","0",,"10",,
"4/8/2017","2186","0.0175324","0","0",,"10",,
"4/8/2017","2187","0.0139099","0","0",,"10",,
"4/8/2017","2188","0.00213289","0","0",,"10",,
"4/8/2017","2189","0.0119825","0","0",,"10",,
"4/8/2017","2190","0.0177914","0","0",,"10",,
"4/8/2017","2191","0.0182833","0","0",,"10",,
"4/8/2017","2192","0.0176362","0","0",,"10",,
"4/8/2017","2193","0.000908065","0","0",,"10",,
"4/8/2017","2194","0.00850482","0","0",,"10",,
"4/8/2017","2195","0.00657285","0","0",,"10",,
"4/8/2017","2196","0.00243329","0","0",,"10",,
"4/8/2017","2197","0.0126785","0","0",,"10",,
"4/8/2017","2198","0.00757699","0","0",,"10",,
"4/8/2017","2200","0.0104793","0","0",,"10",,
"4/8/2017","2202","0.0210555","0","0",,"10",,
"4/8/2017","2205","0.00686776","0","0",,"10",,
"4/8/2017","2206","0.00555931","0","0",,"10",,
"4/8/2017","2207","0.0114715","0","0",,"10",,
"4/8/2017","2208","0.0209851","0","0",,"10",,
"4/8/2017","2209","0.01634","0","0",,"10",,
"4/8/2017","2210","0.00117587","0","0",,"10",,
"4/8/2017","2212","0.00756506","0","0",,"10",,
"4/8/2017","2213","0.00752278","0","0",,"10",,
"4/8/2017","2214","0.021255","0","0",,"10",,
"4/8/2017","2215","0.00683466","0","0",,"10",,
"4/8/2017","2216","0.0194697","0","0",,"10",,
"4/8/2017","2217","0.00547789","0","0",,"10",,
"4/8/2017","2218","0.0210463","0","0",,"10",,
"4/8/2017","2219","0.00536825","0","0",,"10",,
"4/8/2017","2220","0.00322561","0","0",,"10",,
"4/8/2017","2199","0.000212331","0","0",,"10",,
"4/8/2017","2221","0.0192068","0","0",,"10",,
"4/8/2017","2222","0.00329642","0","0",,"10",,
"4/8/2017","2223","0.0169622","0","0",,"10",,
"4/8/2017","2224","0.00494115","0","0",,"10",,
"4/8/2017","2225","0.0212015","0","0",,"10",,
"4/8/2017","2226","0.00560053","0","0",,"10",,
"4/8/2017","2227","0.0136934","0","0",,"10",,
"4/8/2017","2228","0.009324","0","0",,"10",,
"4/8/2017","2229","0.0177866","0","0",,"10",,
"4/8/2017","2230","0.00598951","0","0",,"10",,
"4/8/2017","2231","0.0125415","0","0",,"10",,
"4/8/2017","2232","0.0110803","0","0",,"10",,
"4/8/2017","2234","0.0107099","0","0",,"10",,
"4/8/2017","2235","0.0027775","0","0",,"10",,
"4/8/2017","2236","0.00907205","0","0",,"10",,
"4/8/2017","2237","0.00666571","0","0",,"10",,
"4/8/2017","2238","0.0104157","0","0",,"10",,
"4/8/2017","2239","0.00871451","0","0",,"10",,
"4/8/2017","2241","0.00281984","0","0",,"10",,
"4/8/2017","2242","0.0112367","0","0",,"10",,
"4/8/2017","2243","0.0128267","0","0",,"10",,
"4/8/2017","2247","0.00711125","0","0",,"10",,
"4/8/2017","2248","0.00621278","0","0",,"10",,
"4/8/2017","2249","0.0119394","0","0",,"10",,
"4/8/2017","2250","0.0129035","0","0",,"10",,
"4/8/2017","2251","0.0100534","0","0",,"10",,
"4/8/2017","2252","0.0183633","0","0",,"10",,
"4/8/2017","2253","0.0159513","0","0",,"10",,
"4/8/2017","2254","0.0144874","0","0",,"10",,
"4/8/2017","2256","0.00928929","0","0",,"10",,
"4/8/2017","2257","0.0125897","0","0",,"10",,
"4/8/2017","2258","0.0137549","0","0",,"10",,
"4/8/2017","2259","0.00374247","0","0",,"10",,
"4/8/2017","2260","0.0210734","0","0",,"10",,
"4/8/2017","2261","0.00111791","0","0",,"10",,
"4/8/2017","2262","0.0090968","0","0",,"10",,
"4/8/2017","2240","0.0197456","0","0",,"10",,
"4/8/2017","2263","0.000873427","0","0",,"10",,
"4/8/2017","2264","0.0215763","0","0",,"10",,
"4/8/2017","2266","0.00488473","0","0",,"10",,
"4/8/2017","2267","0.00812921","0","0",,"10",,
"4/8/2017","2268","0.00574864","0","0",,"10",,
"4/8/2017","2269","0.0154614","0","0",,"10",,
"4/8/2017","2270","0.0225475","0","0",,"10",,
"4/8/2017","2271","0.00277003","0","0",,"10",,
"4/8/2017","2272","0.00246945","0","0",,"10",,
"4/8/2017","2273","0.0133046","0","0",,"10",,
"4/8/2017","2274","0.0225101","0","0",,"10",,
"4/8/2017","2276","0.0175176","0","0",,"10",,
"4/8/2017","2277","0.0191768","0","0",,"10",,
"4/8/2017","2278","0.00293222","0","0",,"10",,
"4/8/2017","2279","0.00926302","0","0",,"10",,
"4/8/2017","2280","0.0146521","0","0",,"10",,
"4/8/2017","2281","0.0196528","0","0",,"10",,
"4/8/2017","2282","0.0123602","0","0",,"10",,
"4/8/2017","2283","0.0123701","0","0",,"10",,
"4/8/2017","2288","0.00809574","0","0",,"10",,
"4/8/2017","2289","0.0143378","0","0",,"10",,
"4/8/2017","2290","0.0161798","0","0",,"10",,
"4/8/2017","2291","0.00305419","0","0",,"10",,
"4/8/2017","2292","0.0171094","0","0",,"10",,
"4/8/2017","2293","0.00261646","0","0",,"10",,
"4/8/2017","2294","0.0178323","0","0",,"10",,
"4/8/2017","2295","0.0150363","0","0",,"10",,
"4/8/2017","2296","0.0232123213","0","0",,"10",,
"4/8/2017","2297","0.0140854","0","0",,"10",,
"4/8/2017","2298","0.0110066","0","0",,"10",,
"4/8/2017","2299","0.0212931","0","0",,"10",,
"4/8/2017","2301","0.014291","0","0",,"10",,
"4/8/2017","2302","0.00119564","0","0",,"10",,
"4/8/2017","2303","0.013818","0","0",,"10",,
"4/8/2017","2304","0.00945543","0","0",,"10",,
"4/8/2017","2305","0.0112953","0","0",,"10",,
"4/8/2017","2306","0.00546014","0","0",,"10",,
"4/8/2017","2307","0.0214075","0","0",,"10",,
"4/8/2017","2308","0.0200768","0","0",,"10",,
"4/8/2017","2309","0.0221273","0","0",,"10",,
"4/8/2017","2310","0.00144294","0","0",,"10",,
"4/8/2017","2311","0.004996","0","0",,"10",,
"4/8/2017","2312","0.0216674","0","0",,"10",,
"4/8/2017","2313","0.00303465","0","0",,"10",,
"4/8/2017","2314","0.022069","0","0",,"10",,
"4/8/2017","2315","0.0134035","0","0",,"10",,
"4/8/2017","2316","0.0063974","0","0",,"10",,
"4/8/2017","2317","0.00873172","0","0",,"10",,
"4/8/2017","2318","0.000166708","0","0",,"10",,
"4/8/2017","2319","0.00464146","0","0",,"10",,
"4/8/2017","2320","0.0194899","0","0",,"10",,
"4/8/2017","2321","0.0137041","0","0",,"10",,
"4/8/2017","2322","0.00511418","0","0",,"10",,
"4/8/2017","2323","0.018708","0","0",,"10",,
"4/8/2017","2325","0.016477","0","0",,"10",,
"4/8/2017","2326","0.0135127","0","0",,"10",,
"4/8/2017","2327","0.00323175","0","0",,"10",,
"4/8/2017","2328","0.00155389","0","0",,"10",,
"4/8/2017","2329","0.0109862","0","0",,"10",,
"4/8/2017","2330","0.00124448","0","0",,"10",,
"4/8/2017","2331","0.00159028","0","0",,"10",,
"4/8/2017","2332","0.00800319","0","0",,"10",,
"4/8/2017","2333","0.0182143","0","0",,"10",,
"4/8/2017","2334","0.00081973","0","0",,"10",,
"4/8/2017","2335","0.010009","0","0",,"10",,
"4/8/2017","2336","0.0208369","0","0",,"10",,
"4/8/2017","2337","0.0224897","0","0",,"10",,
"4/8/2017","2338","0.016127","0","0",,"10",,
"4/8/2017","2339","0.00971242","0","0",,"10",,
"4/8/2017","2340","0.00740834","0","0",,"10",,
"4/8/2017","2341","0.00164384","0","0",,"10",,
"4/8/2017","2342","0.0125023","0","0",,"10",,
"4/8/2017","2343","0.000824167","0","0",,"10",,
"4/8/2017","2344","0.0101068","0","0",,"10",,
"9/8/2017","4755","0.00626502","0","0",,"9",,
"4/8/2017","2345","0.0126218","0","0",,"10",,
"4/8/2017","2346","0.0179119","0","0",,"10",,
"4/8/2017","2347","0.0200138","0","0",,"10",,
"4/8/2017","2348","0.0200684","0","0",,"10",,
"9/8/2017","4796","0.00392607","0","0",,"9",,
"9/8/2017","4838","0.0161203","0","0",,"9",,
"9/8/2017","4879","0.0344421","0","0",,"9",,
"9/8/2017","4880","0.0378447","0","0",,"9",,
"9/8/2017","4881","0.0239878","0","0",,"9",,
"9/8/2017","4920","0.0129712","0","0",,"9",,
"9/8/2017","4921","0.00993464","0","0",,"9",,
"9/8/2017","4961","0.00939432","0","0",,"9",,
"9/8/2017","4962","0.0106098","0","0",,"9",,
"5/8/2017","2631","0.0076453","0","0",,"11",,
"5/8/2017","2632","0.00223362","0","0",,"11",,
"5/8/2017","2633","0.00253689","0","0",,"11",,
"5/8/2017","2634","0.00503374","0","0",,"11",,
"5/8/2017","2635","0.0227305","0","0",,"11",,
"5/8/2017","2636","0.0232123213","0","0",,"11",,
"5/8/2017","2637","0.0239472","0","0",,"11",,
"5/8/2017","2638","0.00818012","0","0",,"11",,
"5/8/2017","2639","0.0230733","0","0",,"11",,
"5/8/2017","2640","0.00744362","0","0",,"11",,
"5/8/2017","2641","0.0108908","0","0",,"11",,
"5/8/2017","2642","0.0205415","0","0",,"11",,
"5/8/2017","2643","0.0211626","0","0",,"11",,
"5/8/2017","2644","0.00188221","0","0",,"11",,
"5/8/2017","2645","0.0215563","0","0",,"11",,
"5/8/2017","2646","0.0140144","0","0",,"11",,
"5/8/2017","2647","0.0248928","0","0",,"11",,
"5/8/2017","2648","0.0234296","0","0",,"11",,
"5/8/2017","2649","0.0168002","0","0",,"11",,
"5/8/2017","2650","0.0185062","0","0",,"11",,
"5/8/2017","2651","0.0135394","0","0",,"11",,
"5/8/2017","2652","0.0060585","0","0",,"11",,
"5/8/2017","2653","0.0114962","0","0",,"11",,
"5/8/2017","2654","0.00119669","0","0",,"11",,
"5/8/2017","2655","0.0113003","0","0",,"11",,
"5/8/2017","2656","0.0149849","0","0",,"11",,
"5/8/2017","2657","0.019708","0","0",,"11",,
"5/8/2017","2658","0.0250297","0","0",,"11",,
"5/8/2017","2659","0.0165527","0","0",,"11",,
"5/8/2017","2660","0.00527083","0","0",,"11",,
"5/8/2017","2661","0.020691","0","0",,"11",,
"5/8/2017","2662","0.0178356","0","0",,"11",,
"5/8/2017","2663","0.0255617","0","0",,"11",,
"5/8/2017","2664","0.00678834","0","0",,"11",,
"5/8/2017","2665","0.0156518","0","0",,"11",,
"5/8/2017","2666","0.0244705","0","0",,"11",,
"5/8/2017","2667","0.00455692","0","0",,"11",,
"5/8/2017","2669","0.0106524","0","0",,"11",,
"5/8/2017","2670","0.00190234","0","0",,"11",,
"5/8/2017","2671","0.0262942","0","0",,"11",,
"5/8/2017","2672","0.0108083","0","0",,"11",,
"5/8/2017","2673","0.00603163","0","0",,"11",,
"5/8/2017","2674","0.0108792","0","0",,"11",,
"5/8/2017","2675","0.00135338","0","0",,"11",,
"5/8/2017","2676","0.0168453","0","0",,"11",,
"5/8/2017","2677","0.0241593","0","0",,"11",,
"5/8/2017","2678","0.0219717","0","0",,"11",,
"5/8/2017","2679","0.0124788","0","0",,"11",,
"5/8/2017","2680","0.013675","0","0",,"11",,
"5/8/2017","2681","0.0227684","0","0",,"11",,
"5/8/2017","2682","0.012995","0","0",,"11",,
"5/8/2017","2683","0.0185385","0","0",,"11",,
"5/8/2017","2684","0.015146","0","0",,"11",,
"5/8/2017","2685","0.010224","0","0",,"11",,
"5/8/2017","2686","0.0153858","0","0",,"11",,
"5/8/2017","2687","0.00164874","0","0",,"11",,
"5/8/2017","2688","0.0255731","0","0",,"11",,
"5/8/2017","2689","0.0160705","0","0",,"11",,
"5/8/2017","2668","0.00184784","0","0",,"11",,
"5/8/2017","2690","0.00503574","0","0",,"11",,
"5/8/2017","2691","0.0146803","0","0",,"11",,
"5/8/2017","2692","0.0233799","0","0",,"11",,
"5/8/2017","2693","0.0235251","0","0",,"11",,
"5/8/2017","2695","0.011668","0","0",,"11",,
"5/8/2017","2696","0.00358847","0","0",,"11",,
"5/8/2017","2697","0.00290502","0","0",,"11",,
"5/8/2017","2698","0.00727002","0","0",,"11",,
"5/8/2017","2699","0.00461651","0","0",,"11",,
"5/8/2017","2700","0.0160208","0","0",,"11",,
"5/8/2017","2701","0.000807235","0","0",,"11",,
"5/8/2017","2702","0.0252459","0","0",,"11",,
"5/8/2017","2703","0.00439666","0","0",,"11",,
"5/8/2017","2704","0.0197127","0","0",,"11",,
"5/8/2017","2705","0.0120914","0","0",,"11",,
"5/8/2017","2707","0.00698152","0","0",,"11",,
"5/8/2017","2708","0.00238872","0","0",,"11",,
"5/8/2017","2709","0.0230831","0","0",,"11",,
"5/8/2017","2710","0.0229628","0","0",,"11",,
"5/8/2017","2711","0.0103672","0","0",,"11",,
"5/8/2017","2712","0.0105239","0","0",,"11",,
"5/8/2017","2713","0.0266251","0","0",,"11",,
"5/8/2017","2714","0.000842655","0","0",,"11",,
"5/8/2017","2715","0.0259865","0","0",,"11",,
"5/8/2017","2716","0.00636607","0","0",,"11",,
"5/8/2017","2717","0.0215843","0","0",,"11",,
"5/8/2017","2718","0.0143818","0","0",,"11",,
"5/8/2017","2719","0.0218901","0","0",,"11",,
"5/8/2017","2720","0.0161828","0","0",,"11",,
"5/8/2017","2721","0.0219184","0","0",,"11",,
"5/8/2017","2722","0.0151067","0","0",,"11",,
"5/8/2017","2723","0.00674533","0","0",,"11",,
"5/8/2017","2724","0.0211119","0","0",,"11",,
"5/8/2017","2725","0.0133486","0","0",,"11",,
"5/8/2017","2726","0.00880707","0","0",,"11",,
"5/8/2017","2727","0.00839663","0","0",,"11",,
"5/8/2017","2728","0.0142973","0","0",,"11",,
"5/8/2017","2729","0.0163208","0","0",,"11",,
"5/8/2017","2730","0.0201333","0","0",,"11",,
"5/8/2017","2731","0.0241834","0","0",,"11",,
"5/8/2017","2732","0.0200853","0","0",,"11",,
"5/8/2017","2733","0.00245579","0","0",,"11",,
"5/8/2017","2734","0.0017674","0","0",,"11",,
"5/8/2017","2736","0.0167421","0","0",,"11",,
"5/8/2017","2737","0.00416245","0","0",,"11",,
"5/8/2017","2738","0.0098353","0","0",,"11",,
"5/8/2017","2739","0.019068","0","0",,"11",,
"5/8/2017","2740","0.00278082","0","0",,"11",,
"5/8/2017","2741","0.014367","0","0",,"11",,
"5/8/2017","2742","0.0187573","0","0",,"11",,
"5/8/2017","2743","0.0227841","0","0",,"11",,
"5/8/2017","2744","0.00760358","0","0",,"11",,
"5/8/2017","2745","0.0101672","0","0",,"11",,
"5/8/2017","2746","0.0121929","0","0",,"11",,
"5/8/2017","2747","0.0155516","0","0",,"11",,
"5/8/2017","2748","0.0105799","0","0",,"11",,
"5/8/2017","2749","0.0273408","0","0",,"11",,
"5/8/2017","2750","0.0117549","0","0",,"11",,
"5/8/2017","2751","0.0014944","0","0",,"11",,
"5/8/2017","2752","0.0186341","0","0",,"11",,
"5/8/2017","2753","0.0060992","0","0",,"11",,
"5/8/2017","2754","0.0260307","0","0",,"11",,
"5/8/2017","2755","0.0146156","0","0",,"11",,
"5/8/2017","2756","0.0117621","0","0",,"11",,
"5/8/2017","2757","0.0183053","0","0",,"11",,
"5/8/2017","2758","0.00699281","0","0",,"11",,
"5/8/2017","2759","0.0226545","0","0",,"11",,
"5/8/2017","2760","0.0179251","0","0",,"11",,
"5/8/2017","2761","0.0232123213","0","0",,"11",,
"5/8/2017","2762","0.0234097","0","0",,"11",,
"5/8/2017","2763","0.0211607","0","0",,"11",,
"5/8/2017","2764","0.0225545","0","0",,"11",,
"5/8/2017","2765","0.0225383","0","0",,"11",,
"5/8/2017","2766","0.00604771","0","0",,"11",,
"5/8/2017","2767","0.0238251","0","0",,"11",,
"5/8/2017","2768","0.000233162","0","0",,"11",,
"5/8/2017","2769","0.00750463","0","0",,"11",,
"5/8/2017","2770","0.0242208","0","0",,"11",,
"5/8/2017","2771","0.00382197","0","0",,"11",,
"5/8/2017","2772","0.0166148","0","0",,"11",,
"5/8/2017","2773","0.0200158","0","0",,"11",,
"5/8/2017","2774","0.0117784","0","0",,"11",,
"5/8/2017","2781","0.00245377","0","0",,"11",,
"5/8/2017","2782","0.0116306","0","0",,"11",,
"5/8/2017","2783","0.026332","0","0",,"11",,
"5/8/2017","2784","0.0231992","0","0",,"11",,
"5/8/2017","2786","0.00438864","0","0",,"11",,
"5/8/2017","2787","0.00269763","0","0",,"11",,
"5/8/2017","2788","0.0267574","0","0",,"11",,
"5/8/2017","2789","0.00558314","0","0",,"11",,
"5/8/2017","2790","0.0212674","0","0",,"11",,
"5/8/2017","2791","0.00207547","0","0",,"11",,
"5/8/2017","2792","0.00684919","0","0",,"11",,
"5/8/2017","2793","0.0030891","0","0",,"11",,
"5/8/2017","2794","0.00400419","0","0",,"11",,
"5/8/2017","2795","0.00554451","0","0",,"11",,
"5/8/2017","2797","0.0241332","0","0",,"11",,
"5/8/2017","2798","0.0244633","0","0",,"11",,
"5/8/2017","2799","0.0133395","0","0",,"11",,
"5/8/2017","2800","0.0247373","0","0",,"11",,
"5/8/2017","2801","0.00294117","0","0",,"11",,
"5/8/2017","2802","0.0131428","0","0",,"11",,
"5/8/2017","2804","0.00592338","0","0",,"11",,
"5/8/2017","2805","0.0220966","0","0",,"11",,
"5/8/2017","2806","0.00324621","0","0",,"11",,
"5/8/2017","2808","0.0253126","0","0",,"11",,
"5/8/2017","2810","0.0146852","0","0",,"11",,
"5/8/2017","2811","0.008416","0","0",,"11",,
"5/8/2017","2812","0.00914305","0","0",,"11",,
"5/8/2017","2813","0.00962055","0","0",,"11",,
"5/8/2017","2814","0.0156915","0","0",,"11",,
"5/8/2017","2815","0.0152201","0","0",,"11",,
"5/8/2017","2816","0.0150329","0","0",,"11",,
"5/8/2017","2819","0.0138789","0","0",,"11",,
"5/8/2017","2820","0.0158965","0","0",,"11",,
"5/8/2017","2821","0.0134467","0","0",,"11",,
"5/8/2017","2822","0.0227955","0","0",,"11",,
"5/8/2017","2823","0.00964348","0","0",,"11",,
"5/8/2017","2824","0.0169778","0","0",,"11",,
"5/8/2017","2825","0.000644694","0","0",,"11",,
"5/8/2017","2826","0.000554134","0","0",,"11",,
"5/8/2017","2827","0.0114712","0","0",,"11",,
"5/8/2017","2828","0.0272008","0","0",,"11",,
"5/8/2017","2829","0.00592919","0","0",,"11",,
"5/8/2017","2830","0.0217142","0","0",,"11",,
"5/8/2017","2831","0.00940887","0","0",,"11",,
"5/8/2017","2832","0.0195942","0","0",,"11",,
"5/8/2017","2833","0.00223277","0","0",,"11",,
"5/8/2017","2834","0.0198386","0","0",,"11",,
"5/8/2017","2835","0.00308068","0","0",,"11",,
"5/8/2017","2836","0.0231607","0","0",,"11",,
"5/8/2017","2837","0.00710016","0","0",,"11",,
"5/8/2017","2838","0.00637384","0","0",,"11",,
"5/8/2017","2839","0.00479277","0","0",,"11",,
"5/8/2017","2840","0.0182321","0","0",,"11",,
"5/8/2017","2841","0.0233433","0","0",,"11",,
"5/8/2017","2842","0.00757135","0","0",,"11",,
"5/8/2017","2843","0.00618189","0","0",,"11",,
"5/8/2017","2844","0.017732","0","0",,"11",,
"5/8/2017","2845","0.00667361","0","0",,"11",,
"5/8/2017","2848","0.0222652","0","0",,"11",,
"5/8/2017","2849","0.0151559","0","0",,"11",,
"5/8/2017","2850","0.0259894","0","0",,"11",,
"5/8/2017","2851","0.00914321","0","0",,"11",,
"5/8/2017","2852","0.00811955","0","0",,"11",,
"5/8/2017","2853","0.0158805","0","0",,"11",,
"5/8/2017","2854","0.0102652","0","0",,"11",,
"5/8/2017","2855","0.0274803","0","0",,"11",,
"5/8/2017","2856","0.00121159","0","0",,"11",,
"5/8/2017","2857","0.0205207","0","0",,"11",,
"5/8/2017","2859","0.00697965","0","0",,"11",,
"5/8/2017","2860","0.00288291","0","0",,"11",,
"5/8/2017","2861","0.0279426","0","0",,"11",,
"5/8/2017","2862","0.00965296","0","0",,"11",,
"5/8/2017","2863","0.0057327","0","0",,"11",,
"5/8/2017","2864","0.0120193","0","0",,"11",,
"5/8/2017","2865","0.00668256","0","0",,"11",,
"5/8/2017","2866","0.0189184","0","0",,"11",,
"5/8/2017","2867","0.0139867","0","0",,"11",,
"5/8/2017","2868","0.020916","0","0",,"11",,
"5/8/2017","2869","0.000579588","0","0",,"11",,
"5/8/2017","2870","0.00409016","0","0",,"11",,
"5/8/2017","2871","0.0119632","0","0",,"11",,
"5/8/2017","2872","0.014072","0","0",,"11",,
"5/8/2017","2873","0.000329278","0","0",,"11",,
"5/8/2017","2874","0.0149631","0","0",,"11",,
"5/8/2017","2875","0.0081075","0","0",,"11",,
"5/8/2017","2876","0.00720234","0","0",,"11",,
"5/8/2017","2877","0.0195698","0","0",,"11",,
"5/8/2017","2878","0.022462","0","0",,"11",,
"5/8/2017","2879","0.027333","0","0",,"11",,
"5/8/2017","2880","0.0181191","0","0",,"11",,
"5/8/2017","2881","0.0109591","0","0",,"11",,
"5/8/2017","2882","0.00249712","0","0",,"11",,
"5/8/2017","2884","0.020462","0","0",,"11",,
"5/8/2017","2885","0.00281687","0","0",,"11",,
"5/8/2017","2886","0.017508","0","0",,"11",,
"5/8/2017","2887","0.00909122","0","0",,"11",,
"5/8/2017","2888","0.0101068","0","0",,"11",,
"5/8/2017","2889","0.0070585","0","0",,"11",,
"5/8/2017","2890","0.00838401","0","0",,"11",,
"5/8/2017","2891","0.0113246","0","0",,"11",,
"5/8/2017","2892","0.000990902","0","0",,"11",,
"5/8/2017","2893","0.0197725","0","0",,"11",,
"5/8/2017","2894","0.0169584","0","0",,"11",,
"5/8/2017","2895","0.0232123213","0","0",,"11",,
"5/8/2017","2896","0.0201582","0","0",,"11",,
"5/8/2017","2897","0.0276662","0","0",,"11",,
"5/8/2017","2898","0.0230545","0","0",,"11",,
"5/8/2017","2900","0.000153084","0","0",,"11",,
"5/8/2017","2902","0.00644345","0","0",,"11",,
"5/8/2017","2903","0.00933077","0","0",,"11",,
"5/8/2017","2904","0.0276099","0","0",,"11",,
"5/8/2017","2905","0.0104038","0","0",,"11",,
"5/8/2017","2906","0.0209026","0","0",,"11",,
"5/8/2017","2907","0.0197663","0","0",,"11",,
"5/8/2017","2908","0.00165441","0","0",,"11",,
"5/8/2017","2909","0.027105","0","0",,"11",,
"5/8/2017","2910","0.00515556","0","0",,"11",,
"5/8/2017","2911","0.0144441","0","0",,"11",,
"5/8/2017","2912","0.000207506","0","0",,"11",,
"5/8/2017","2913","0.00923603","0","0",,"11",,
"5/8/2017","2914","0.0031825","0","0",,"11",,
"5/8/2017","2915","0.00392503","0","0",,"11",,
"5/8/2017","2916","0.00083477","0","0",,"11",,
"5/8/2017","2917","0.0164029","0","0",,"11",,
"5/8/2017","2918","0.0277417","0","0",,"11",,
"5/8/2017","2919","0.0107429","0","0",,"11",,
"5/8/2017","2920","0.0182835","0","0",,"11",,
"5/8/2017","2921","0.000397424","0","0",,"11",,
"5/8/2017","2922","0.0030319","0","0",,"11",,
"5/8/2017","2923","0.0127129","0","0",,"11",,
"5/8/2017","2924","0.0187188","0","0",,"11",,
"5/8/2017","2925","0.0123277","0","0",,"11",,
"5/8/2017","2927","0.00796275","0","0",,"11",,
"10/8/2017","5331","0.0299665","0","0",,"7",,
"5/8/2017","2928","0.0137926","0","0",,"11",,
"5/8/2017","2929","0.0130606","0","0",,"11",,
"5/8/2017","2930","0.00581636","0","0",,"11",,
"5/8/2017","2926","0.0247375","0","0",,"11",,
"10/8/2017","5413","0.00815563","0","0",,"7",,
"10/8/2017","5454","0.00520401","0","0",,"7",,
"10/8/2017","5455","0.0271982","0","0",,"7",,
"10/8/2017","5495","0.0283804","0","0",,"7",,
"10/8/2017","5496","0.0428554","0","0",,"7",,
"10/8/2017","5497","0.0125942","0","0",,"7",,
"6/8/2017","3213","0.0247394","0","0",,"10",,
"6/8/2017","3214","0.00825902","0","0",,"10",,
"6/8/2017","3215","0.0094793","0","0",,"10",,
"6/8/2017","3216","0.0250799","0","0",,"10",,
"6/8/2017","3217","0.00657036","0","0",,"10",,
"6/8/2017","3218","0.0196724","0","0",,"10",,
"6/8/2017","3219","0.0199764","0","0",,"10",,
"6/8/2017","3220","0.0290998","0","0",,"10",,
"6/8/2017","3221","0.0109616","0","0",,"10",,
"6/8/2017","3222","0.0284107","0","0",,"10",,
"6/8/2017","3223","0.00310761","0","0",,"10",,
"6/8/2017","3224","0.0258913","0","0",,"10",,
"6/8/2017","3225","0.0226553","0","0",,"10",,
"6/8/2017","3226","0.0181403","0","0",,"10",,
"6/8/2017","3227","0.0203772","0","0",,"10",,
"6/8/2017","3229","0.00365997","0","0",,"10",,
"6/8/2017","3230","0.0129567","0","0",,"10",,
"6/8/2017","3231","0.0136945","0","0",,"10",,
"6/8/2017","3232","0.0210631","0","0",,"10",,
"6/8/2017","3233","0.00644238","0","0",,"10",,
"6/8/2017","3234","0.0161298","0","0",,"10",,
"6/8/2017","3235","0.0058365","0","0",,"10",,
"6/8/2017","3236","0.0113792","0","0",,"10",,
"6/8/2017","3237","0.0316923","0","0",,"10",,
"6/8/2017","3238","0.00921808","0","0",,"10",,
"6/8/2017","3239","0.00221808","0","0",,"10",,
"6/8/2017","3240","0.00943924","0","0",,"10",,
"6/8/2017","3241","0.0143027","0","0",,"10",,
"6/8/2017","3242","0.0127788","0","0",,"10",,
"6/8/2017","3243","0.00494823","0","0",,"10",,
"6/8/2017","3244","0.0121564","0","0",,"10",,
"6/8/2017","3245","0.0138942","0","0",,"10",,
"6/8/2017","3246","0.0290151","0","0",,"10",,
"6/8/2017","3247","0.0164806","0","0",,"10",,
"6/8/2017","3248","0.0233436","0","0",,"10",,
"6/8/2017","3249","0.00251941","0","0",,"10",,
"6/8/2017","3250","0.0308388","0","0",,"10",,
"6/8/2017","3251","0.00299102","0","0",,"10",,
"6/8/2017","3252","0.00550504","0","0",,"10",,
"6/8/2017","3253","0.0194775","0","0",,"10",,
